protocol_id,pmcid,status,domain,xml_path,has_xml,has_body,has_methods,why_not
Bio-protocol-2532,PMC5462037,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5462037.xml,y,n,n,no_body
Bio-protocol-2534,PMC5063192,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5063192.xml,y,y,y,
Bio-protocol-2537,PMC5428321,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5428321.xml,y,y,y,
Bio-protocol-2539,PMC5008812,low_conf,Histology Techniques,data/gold/pmc_jats/PMC5008812.xml,y,y,y,
Bio-protocol-2540,PMC5135584,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5135584.xml,y,n,n,no_body
Bio-protocol-2538,PMC5210122,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5210122.xml,y,n,n,no_body
Bio-protocol-2548,PMC5281608,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5281608.xml,y,y,y,
Bio-protocol-2545,PMC5848212,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5848212.xml,y,n,n,no_body
Bio-protocol-2546,PMC5371381,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5371381.xml,y,y,y,
Bio-protocol-2547,PMC4054383,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4054383.xml,y,n,n,no_body
Bio-protocol-2551,PMC5100766,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5100766.xml,y,n,n,no_body
Bio-protocol-2552,PMC5466027,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5466027.xml,y,n,n,no_body
Bio-protocol-2553,PMC5484615,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5484615.xml,y,y,y,
Bio-protocol-2557,PMC5171832,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5171832.xml,y,y,y,
Bio-protocol-2561,PMC5462037,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5462037.xml,y,n,n,no_body
Bio-protocol-2562,PMC5291047,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5291047.xml,y,n,n,no_body
Bio-protocol-2564,PMC4507197,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4507197.xml,y,n,n,no_body
Bio-protocol-2565,PMC4909225,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4909225.xml,y,y,y,
Bio-protocol-2568,PMC5373496,low_conf,Structural Biology Techniques,data/gold/pmc_jats/PMC5373496.xml,y,n,n,no_body
Bio-protocol-2570,PMC5134989,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5134989.xml,y,n,n,no_body
Bio-protocol-2573,PMC5337620,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5337620.xml,y,y,y,
Bio-protocol-2574,PMC4938667,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4938667.xml,y,y,y,
Bio-protocol-2576,PMC4748219,low_conf,Pharmacology & Drug Development,data/gold/pmc_jats/PMC4748219.xml,y,y,y,
Bio-protocol-2577,PMC5386372,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5386372.xml,y,y,y,
Bio-protocol-2578,PMC5199696,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5199696.xml,y,n,n,no_body
Bio-protocol-2579,PMC5199696,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5199696.xml,y,n,n,no_body
Bio-protocol-2583,PMC5278475,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5278475.xml,y,n,n,no_body
Bio-protocol-2584,PMC3811555,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC3811555.xml,y,n,n,no_body
Bio-protocol-2589,PMC4911004,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4911004.xml,y,y,y,
Bio-protocol-2588,PMC5142808,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5142808.xml,y,y,y,
Bio-protocol-2592,PMC4867602,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4867602.xml,y,y,y,
Bio-protocol-2590,PMC5325610,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5325610.xml,y,y,y,
Bio-protocol-2599,PMC5100764,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5100764.xml,y,n,n,no_body
Bio-protocol-2600,PMC5425686,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5425686.xml,y,y,y,
Bio-protocol-2601,PMC4725203,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4725203.xml,y,n,n,no_body
Bio-protocol-2602,PMC5142619,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5142619.xml,y,y,y,
Bio-protocol-2603,PMC5240790,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5240790.xml,y,y,y,
Bio-protocol-2598,PMC5210723,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5210723.xml,y,n,n,no_body
Bio-protocol-2606,PMC5364369,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5364369.xml,y,y,y,
Bio-protocol-2609,PMC4757951,low_conf,Bioinformatics Methods,data/gold/pmc_jats/PMC4757951.xml,y,y,y,
Bio-protocol-2610,PMC5283585,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5283585.xml,y,n,n,no_body
Bio-protocol-2613,PMC4866046,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4866046.xml,y,y,y,
Bio-protocol-2614,PMC4760828,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4760828.xml,y,n,n,no_body
Bio-protocol-2617,PMC3298259,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC3298259.xml,y,y,y,
Bio-protocol-2618,PMC5405000,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5405000.xml,y,n,n,no_body
Bio-protocol-2619,PMC3536409,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC3536409.xml,y,n,n,no_body
Bio-protocol-2620,PMC5079290,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5079290.xml,y,n,n,no_body
Bio-protocol-2622,PMC5493041,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5493041.xml,y,n,n,no_body
Bio-protocol-2616,PMC5555307,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5555307.xml,y,n,n,no_body
Bio-protocol-2623,PMC5144741,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5144741.xml,y,y,y,
Bio-protocol-2628,PMC5087831,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5087831.xml,y,y,y,
Bio-protocol-2626,PMC4846010,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC4846010.xml,y,y,n,no_methods
Bio-protocol-2629,PMC4972273,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4972273.xml,y,n,n,no_body
Bio-protocol-2630,PMC5112038,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5112038.xml,y,n,n,no_body
Bio-protocol-2673,PMC5761756,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5761756.xml,y,n,n,no_body
Bio-protocol-2680,PMC5462019,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5462019.xml,y,n,n,no_body
Bio-protocol-2679,PMC5462019,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5462019.xml,y,n,n,no_body
Bio-protocol-2685,PMC5462004,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5462004.xml,y,n,n,no_body
Bio-protocol-2684,PMC5462056,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5462056.xml,y,n,n,no_body
Bio-protocol-2683,PMC5462037,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5462037.xml,y,n,n,no_body
Bio-protocol-2682,PMC5462046,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5462046.xml,y,n,n,no_body
Bio-protocol-2687,PMC5330737,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5330737.xml,y,n,n,no_body
Bio-protocol-2688,PMC5199697,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5199697.xml,y,n,n,no_body
Bio-protocol-2689,PMC4842962,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4842962.xml,y,y,y,
Bio-protocol-2690,PMC5103875,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5103875.xml,y,y,y,
Bio-protocol-2692,PMC3556981,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC3556981.xml,y,n,n,no_body
Bio-protocol-2693,PMC5463997,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5463997.xml,y,n,n,no_body
Bio-protocol-2694,PMC5050403,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5050403.xml,y,y,y,
Bio-protocol-2697,PMC4948785,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4948785.xml,y,y,y,
Bio-protocol-2696,PMC4712124,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4712124.xml,y,n,n,no_body
Bio-protocol-2699,PMC5385574,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5385574.xml,y,y,y,
Bio-protocol-2700,PMC3929423,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC3929423.xml,y,n,n,no_body
Bio-protocol-2701,PMC5503128,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5503128.xml,y,n,n,no_body
Bio-protocol-2707,PMC4958392,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4958392.xml,y,n,n,no_body
Bio-protocol-2706,PMC5113105,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5113105.xml,y,n,n,no_body
Bio-protocol-2711,PMC5061867,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5061867.xml,y,y,y,
Bio-protocol-2715,PMC5240723,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5240723.xml,y,n,n,no_body
Bio-protocol-2719,PMC4888426,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4888426.xml,y,y,y,
Bio-protocol-2717,PMC4984288,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4984288.xml,y,n,n,no_body
Bio-protocol-2718,PMC4855914,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4855914.xml,y,n,n,no_body
Bio-protocol-2721,PMC5130282,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5130282.xml,y,y,y,
Bio-protocol-2722,PMC5210763,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5210763.xml,y,n,n,no_body
Bio-protocol-2723,PMC5100021,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5100021.xml,y,y,y,
Bio-protocol-2727,PMC4946168,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4946168.xml,y,n,n,no_body
Bio-protocol-2725,PMC4997328,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4997328.xml,y,y,y,
Bio-protocol-2724,PMC4911004,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC4911004.xml,y,y,y,
Bio-protocol-2726,PMC5047077,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5047077.xml,y,n,n,no_body
Bio-protocol-2729,PMC4914499,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4914499.xml,y,y,y,
Bio-protocol-2728,PMC5287398,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5287398.xml,y,n,n,no_body
Bio-protocol-2733,PMC4988143,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4988143.xml,y,n,n,no_body
Bio-protocol-2734,PMC4507001,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4507001.xml,y,y,y,
Bio-protocol-2737,PMC5325613,low_conf,Histology Techniques,data/gold/pmc_jats/PMC5325613.xml,y,y,y,
Bio-protocol-2736,PMC4943629,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4943629.xml,y,y,y,
Bio-protocol-2740,PMC5210094,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5210094.xml,y,n,n,no_body
Bio-protocol-2741,PMC5066484,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5066484.xml,y,y,y,
Bio-protocol-2743,PMC5140760,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5140760.xml,y,n,n,no_body
Bio-protocol-2742,PMC5006433,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5006433.xml,y,y,y,
Bio-protocol-2744,PMC4677891,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4677891.xml,y,n,n,no_body
Bio-protocol-2745,PMC5572139,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5572139.xml,y,y,y,
Bio-protocol-2746,PMC4999810,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4999810.xml,y,y,y,
Bio-protocol-2749,PMC4297538,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4297538.xml,y,n,n,no_body
Bio-protocol-2747,PMC5258748,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5258748.xml,y,y,y,
Bio-protocol-2751,PMC5286366,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5286366.xml,y,y,y,
Bio-protocol-2756,PMC5016792,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5016792.xml,y,y,y,
Bio-protocol-2758,PMC4820989,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4820989.xml,y,y,y,
Bio-protocol-2760,PMC4905568,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4905568.xml,y,n,n,no_body
Bio-protocol-2765,PMC4887163,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC4887163.xml,y,y,y,
Bio-protocol-2769,PMC6272189,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6272189.xml,y,y,n,no_methods
Bio-protocol-2771,PMC5018877,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5018877.xml,y,y,y,
Bio-protocol-2775,PMC4868408,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4868408.xml,y,n,n,no_body
Bio-protocol-2776,PMC2483377,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC2483377.xml,y,n,n,no_body
Bio-protocol-2778,PMC3248500,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC3248500.xml,y,n,n,no_body
Bio-protocol-2782,PMC5074314,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5074314.xml,y,y,y,
Bio-protocol-2779,PMC4964356,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4964356.xml,y,y,y,
Bio-protocol-2785,PMC5056436,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5056436.xml,y,y,y,
Bio-protocol-2793,PMC5112038,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5112038.xml,y,n,n,no_body
Bio-protocol-2791,PMC4976241,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4976241.xml,y,y,y,
Bio-protocol-2797,PMC5044847,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC5044847.xml,y,n,n,no_body
Bio-protocol-2799,PMC4655547,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC4655547.xml,y,n,n,no_body
Bio-protocol-2804,PMC5407438,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5407438.xml,y,n,n,no_body
Bio-protocol-2811,PMC5068231,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5068231.xml,y,y,y,
Bio-protocol-2812,PMC4996643,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4996643.xml,y,y,y,
Bio-protocol-2813,PMC4748335,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC4748335.xml,y,y,y,
Bio-protocol-2814,PMC3219204,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC3219204.xml,y,y,y,
Bio-protocol-2817,PMC3587446,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC3587446.xml,y,n,n,no_body
Bio-protocol-2818,PMC5113105,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5113105.xml,y,n,n,no_body
Bio-protocol-2820,PMC4665782,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC4665782.xml,y,n,n,no_body
Bio-protocol-2821,PMC5014152,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5014152.xml,y,y,y,
Bio-protocol-2824,PMC5079524,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5079524.xml,y,y,y,
Bio-protocol-2831,PMC4988897,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC4988897.xml,y,n,n,no_body
Bio-protocol-2827,PMC4967897,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4967897.xml,y,y,y,
Bio-protocol-2835,PMC4832419,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4832419.xml,y,n,n,no_body
Bio-protocol-2838,PMC3911255,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC3911255.xml,y,n,n,no_body
Bio-protocol-2839,PMC4987819,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC4987819.xml,y,n,n,no_body
Bio-protocol-2840,PMC5081529,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5081529.xml,y,y,y,
Bio-protocol-2843,PMC4548811,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4548811.xml,y,y,y,
Bio-protocol-2841,PMC3587446,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC3587446.xml,y,n,n,no_body
Bio-protocol-2842,PMC5061431,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5061431.xml,y,y,y,
Bio-protocol-2844,PMC4548811,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC4548811.xml,y,y,y,
Bio-protocol-2845,PMC4794430,low_conf,Histology Techniques,data/gold/pmc_jats/PMC4794430.xml,y,y,y,
Bio-protocol-2847,PMC4794698,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC4794698.xml,y,n,n,no_body
Bio-protocol-2850,PMC4922711,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4922711.xml,y,n,n,no_body
Bio-protocol-2853,PMC4784954,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4784954.xml,y,y,y,
Bio-protocol-2860,PMC4944284,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4944284.xml,y,y,y,
Bio-protocol-2857,PMC4650269,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4650269.xml,y,y,y,
Bio-protocol-2861,PMC5036823,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5036823.xml,y,y,y,
Bio-protocol-2858,PMC4943727,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4943727.xml,y,y,y,
Bio-protocol-2859,PMC5198493,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5198493.xml,y,n,n,no_body
Bio-protocol-2862,PMC4775139,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4775139.xml,y,n,n,no_body
Bio-protocol-2865,PMC5028122,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5028122.xml,y,n,n,no_body
Bio-protocol-2866,PMC4662858,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC4662858.xml,y,y,y,
Bio-protocol-2868,PMC4937211,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC4937211.xml,y,y,y,
Bio-protocol-2869,PMC5007152,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5007152.xml,y,n,n,no_body
Bio-protocol-2871,PMC5006708,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5006708.xml,y,n,n,no_body
Bio-protocol-2874,PMC5006033,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5006033.xml,y,y,y,
Bio-protocol-2873,PMC4498211,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4498211.xml,y,n,n,no_body
Bio-protocol-2876,PMC4982045,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4982045.xml,y,y,y,
Bio-protocol-2875,PMC4988897,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC4988897.xml,y,n,n,no_body
Bio-protocol-2878,PMC4740282,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4740282.xml,y,y,y,
Bio-protocol-2879,PMC4990655,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4990655.xml,y,y,y,
Bio-protocol-2886,PMC4918763,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4918763.xml,y,y,y,
Bio-protocol-2883,PMC4682113,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4682113.xml,y,y,y,
Bio-protocol-2891,PMC5059766,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5059766.xml,y,y,y,
Bio-protocol-2895,PMC5038880,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5038880.xml,y,n,n,no_body
Bio-protocol-2901,PMC4972202,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4972202.xml,y,n,n,no_body
Bio-protocol-2911,PMC5338747,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5338747.xml,y,n,n,no_body
Bio-protocol-2913,PMC4687644,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4687644.xml,y,y,y,
Bio-protocol-2918,PMC4880299,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC4880299.xml,y,y,y,
Bio-protocol-2919,PMC4524556,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4524556.xml,y,n,n,no_body
Bio-protocol-2922,PMC4598821,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4598821.xml,y,y,y,
Bio-protocol-2923,PMC4436068,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4436068.xml,y,y,y,
Bio-protocol-2925,PMC5038000,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5038000.xml,y,n,n,no_body
Bio-protocol-2929,PMC3252131,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC3252131.xml,y,n,n,no_body
Bio-protocol-2930,PMC4481269,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4481269.xml,y,y,y,
Bio-protocol-2932,PMC4817972,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4817972.xml,y,y,y,
Bio-protocol-2933,PMC4817972,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4817972.xml,y,y,y,
Bio-protocol-2931,PMC4976045,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC4976045.xml,y,n,n,no_body
Bio-protocol-2943,PMC4877957,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4877957.xml,y,y,y,
Bio-protocol-2938,PMC4820683,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4820683.xml,y,y,y,
Bio-protocol-2939,PMC4820683,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4820683.xml,y,y,y,
Bio-protocol-2951,PMC6638414,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6638414.xml,y,n,n,no_body
Bio-protocol-2948,PMC4649165,low_conf,Pharmacology & Drug Development,data/gold/pmc_jats/PMC4649165.xml,y,n,n,no_body
Bio-protocol-2949,PMC4794430,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC4794430.xml,y,y,y,
Bio-protocol-2953,PMC4904785,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4904785.xml,y,y,y,
Bio-protocol-2950,PMC4820680,low_conf,Bioinformatics Methods,data/gold/pmc_jats/PMC4820680.xml,y,y,y,
Bio-protocol-2954,PMC4834554,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4834554.xml,y,y,y,
Bio-protocol-2955,PMC4956104,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4956104.xml,y,y,y,
Bio-protocol-2956,PMC4950998,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4950998.xml,y,y,y,
Bio-protocol-2957,PMC4153065,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC4153065.xml,y,n,n,no_body
Bio-protocol-2965,PMC4845321,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4845321.xml,y,y,y,
Bio-protocol-2966,PMC4835694,low_conf,Toxicology & Safety Testing,data/gold/pmc_jats/PMC4835694.xml,y,y,y,
Bio-protocol-2964,PMC4914978,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4914978.xml,y,y,y,
Bio-protocol-2963,PMC4826731,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4826731.xml,y,n,n,no_body
Bio-protocol-2968,PMC4856974,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC4856974.xml,y,y,y,
Bio-protocol-2970,PMC4803617,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4803617.xml,y,n,n,no_body
Bio-protocol-2972,PMC4821831,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC4821831.xml,y,n,n,no_body
Bio-protocol-2969,PMC4810696,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4810696.xml,y,n,n,no_body
Bio-protocol-2973,PMC4811704,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4811704.xml,y,y,y,
Bio-protocol-2974,PMC4859500,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4859500.xml,y,y,y,
Bio-protocol-2976,PMC4864890,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4864890.xml,y,y,y,
Bio-protocol-2984,PMC4914978,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4914978.xml,y,y,y,
Bio-protocol-2982,PMC4493785,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4493785.xml,y,y,y,
Bio-protocol-2986,PMC4918763,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC4918763.xml,y,y,y,
Bio-protocol-2988,PMC5023418,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5023418.xml,y,n,n,no_body
Bio-protocol-2989,PMC4784022,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4784022.xml,y,n,n,no_body
Bio-protocol-2990,PMC4902602,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4902602.xml,y,n,n,no_body
Bio-protocol-2991,PMC4844972,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4844972.xml,y,y,y,
Bio-protocol-2994,PMC4609262,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC4609262.xml,y,n,n,no_body
Bio-protocol-2996,PMC4776769,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4776769.xml,y,n,n,no_body
Bio-protocol-2997,PMC4776769,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC4776769.xml,y,n,n,no_body
Bio-protocol-2995,PMC3295398,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC3295398.xml,y,y,y,
Bio-protocol-2998,PMC4962994,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4962994.xml,y,y,y,
Bio-protocol-3001,PMC4959181,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4959181.xml,y,n,n,no_body
Bio-protocol-3002,PMC4922710,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4922710.xml,y,n,n,no_body
